ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;LOK_NR;LOK_NAVN;LOK_KOM;LOK_PLASS;LOK_KAP;LOK_ENHET
864943632;FLATANGER SETTEFISK AS;SLIPERIVEIEN 6;7770;FLATANGER;12623;LAUVSNES;FLATANGER;LAND;7500000;STK
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;38277;NORDRE SKOKKELØY;OSEN;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;30437;KATTHOLMEN II;FRØYA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12678;VEDØYA;NAMSOS;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;39537;GYLTNESET;NAMSOS;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10409;KJELNESET;NAMSOS;SJØ;5460;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;35477;MAKRELLSKJÆRET;FLATANGER;SJØ;6240;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;34477;NAUSTTAREN;OSEN;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;29537;ELDVIKTAREN;FLATANGER;SJØ;6740;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;21676;KRÅKHOLMEN;FLATANGER;SJØ;6740;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;25235;HUMULEN;NÆRØYSUND;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;32057;LYNGØY;NÆRØYSUND;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;34018;DOLMA N;NÆRØYSUND;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;35797;ÅRSETFJORDEN;NÆRØYSUND;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;35877;EITERFJORDEN;NÆRØYSUND;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;37157;BRATTVIKA II;FLATANGER;SJØ;1560;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;39597;GÅSFLESTAREN;BINDAL;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;45117;KNUBBEN;FLATANGER;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;45127;HELLERFLESA;NÆRØYSUND;SJØ;5460;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;10262;LILLE KVITHOLMEN;NÆRØYSUND;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;12659;DIGERNESET;NAMSOS;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;12660;KIPHOLMEN;NÆRØYSUND;SJØ;3900;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;30076;KYRØYENE;NÆRØYSUND;SJØ;7020;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;12705;SKROSEN;LEKA;SJØ;4680;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;36457;KVINGRA;LEKA;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;37177;DJUPTAREN;NÆRØYSUND;SJØ;3120;TN
932186497;BJØRØYA AS;HAVBRUKSPARKEN, STORLAVIKA 7;7770;FLATANGER;19356;KVALROSSKJÆRET;FLATANGER;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;30560;TRISTEINEN;ØRLAND;SJØ;4680;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;45130;ENGDAL;HEIM;SJØ;780;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;24456;SLETTHOLMENE;FRØYA;SJØ;3120;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12686;KVERNVIKVATNET;NAMSOS;LAND;2000000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10265;KONGSMOELVA;HØYLANDET;LAND;1500000;STK
964943818;MÅSØVAL ÅSEN AS;HOPLA 47;7632;ÅSENFJORD;10385;HOPLA;LEVANGER;LAND;2500000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;14245;JAKOBSTEINSVIKA;LEKA;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45013;Sandskjæret;SØMNA;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;31357;GEITRYGGEN;NÆRØYSUND;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30537;STEINFLESA;LEKA;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30177;TORGERHAUGEN;NÆRØYSUND;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;27876;OLDERBAKKEN;SØMNA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;19755;KLUBBEN;SØMNA;SJØ;2340;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12712;SLOKKHOLMEN Ø;LEKA;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;34797;KALVHAGAN II;NÆRØYSUND;SJØ;3120;TN
828829092;EMILSEN FISK AS;HOLMVEIEN 94;7900;RØRVIK;36617;HARBAKHOLMEN;NÆRØYSUND;SJØ;3600;TN
828829092;EMILSEN FISK AS;HOLMVEIEN 94;7900;RØRVIK;10425;HEGGVIKA;BINDAL;SJØ;5080;TN
828829092;EMILSEN FISK AS;HOLMVEIEN 94;7900;RØRVIK;34257;LEKAFJORDEN II;LEKA;SJØ;4680;TN
828829092;EMILSEN FISK AS;HOLMVEIEN 94;7900;RØRVIK;29016;BÅFJORDSTRANDA;NÆRØYSUND;SJØ;4680;TN
828829092;EMILSEN FISK AS;HOLMVEIEN 94;7900;RØRVIK;26315;NORDGJÆSLINGAN;NÆRØYSUND;SJØ;3900;TN
987245069;NAMDAL SETTEFISK AS;SKORSTADVEGEN 558;7819;FOSSLANDSOSEN;10406;ÅRVIKA;NAMSOS;LAND;500000;STK
958438370;NEPTUN SALMO AS;SØREN R THORNÆS VEG 10;7800;NAMSOS;10412;RØYKLIBOTN;NAMSOS;LAND;5000000;STK
958438370;NEPTUN SALMO AS;SØREN R THORNÆS VEG 10;7800;NAMSOS;12672;SURVIK;NAMSOS;LAND;2000000;STK
987245069;NAMDAL SETTEFISK AS;SKORSTADVEGEN 558;7819;FOSSLANDSOSEN;13742;LENNAVIKA;NAMSOS;LAND;400000;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;13748;SALTKJELVIKA;NAMSOS;SJØ;3120;TN
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;12670;VESO VIKAN;NAMSOS;LAND;130;TN
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;13739;SKORSTAD;NAMSOS;LAND;250000;STK
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;14042;KATTHOLMEN;FRØYA;SJØ;4680;TN
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;24115;SINGSHOLMEN;HITRA;SJØ;7020;TN
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;24575;FARMANNSØYA;ÅFJORD;SJØ;5460;TN
963201230;VETERINÆRMEDISINSK OPPDRAGSSENTER AS;POSTBOKS 300 SENTRUM;103;OSLO;34857;SALATSKJÆRA;FRØYA;SJØ;6240;TN
987245069;NAMDAL SETTEFISK AS;SKORSTADVEGEN 558;7819;FOSSLANDSOSEN;13740;SALTBUODDEN;NAMSOS;LAND;7500000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10421;STORVIKBUKTA;NÆRØYSUND;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13581;RAMSTADHOLMEN;NÆRØYSUND;SJØ;3900;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;10862;BÅSEN;BINDAL;SJØ;2860;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;12590;HELLIGHOLMEN;NÆRØYSUND;SJØ;5460;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;13959;OTERHOLMEN;NÆRØYSUND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;18755;KLUNGSET;NÆRØYSUND;SJØ;5460;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;37077;OKSBÅSEN;BINDAL;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;40117;OTERVIKA;BINDAL;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;45046;Stasøya;NÆRØYSUND;SJØ;3120;TN
997621093;SALMONOR SETTEFISK AS;GRAVVIKVEGEN 1481;7990;NAUSTBUKTA;12719;LONET I NAUSTBUKTA;NÆRØYSUND;LAND;2500000;STK
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;26335;GEITHOLMEN;NÆRØYSUND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;30997;SKRUBBHOLMEN;NÆRØYSUND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;12714;GJERDINGA;NÆRØYSUND;SJØ;5460;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;10417;STORBUKTA;NÆRØYSUND;SJØ;1560;TN
989041819;VAL SKOLER AS;HESTVIKVEGEN 73;7970;KOLVEREID;22775;KVALØYA;NÆRØYSUND;SJØ;5460;TN
989041819;VAL SKOLER AS;HESTVIKVEGEN 73;7970;KOLVEREID;12652;KRÅKØYA;NÆRØYSUND;SJØ;5460;TN
989041819;VAL SKOLER AS;HESTVIKVEGEN 73;7970;KOLVEREID;10410;HINDHOLMEN;NÆRØYSUND;SJØ;975;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;29356;SMINESET N;NAMSOS;SJØ;4680;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;45032;Ytterflesa;NÆRØYSUND;SJØ;5460;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;10256;BONDØYA;NÆRØYSUND;SJØ;4680;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;12662;TERNSKJÆRET II;NAMSOS;SJØ;4680;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;12730;BÅFJORDEN;NÆRØYSUND;SJØ;1560;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;21495;RISVÆRGALTEN;NÆRØYSUND;SJØ;4680;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;35197;HJORTØYA;NÆRØYSUND;SJØ;4680;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;38677;KOLLSVIKA;BINDAL;SJØ;1560;TN
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;40377;KLAMPVIKA N;BINDAL;SJØ;3120;TN
919592303;OSAN SETTEFISK AS;NYVEGEN 20;7900;RØRVIK;13181;OSAVATNET;NÆRØYSUND;LAND;6500000;STK
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;13685;MARØYA;NÆRØYSUND;SJØ;780;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13180;SALSBRUKET;NÆRØYSUND;LAND;10000000;STK
963867212;SALMONOR AS;NYVEGEN 20;7900;RØRVIK;37577;STEVIKA;NÆRØYSUND;SJØ;2340;TN
937543948;SALMAR SETTEFISK AS;C/O SALMAR AS;7266;KVERVA;12822;LANGSTEIN;STJØRDAL;LAND;0;STK
883691822;SALMOSEA AS;NORDVEIEN 255;7900;RØRVIK;13494;FLERENGSTRAND;NÆRØYSUND;SJØ;1040;TN
937543948;SALMAR SETTEFISK AS;C/O SALMAR AS;7266;KVERVA;13958;FOLLAFOSS;STEINKJER;LAND;20000000;STK
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;21415;DYRHOLMEN;STAVANGER;SJØ;3600;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11438;LAUPLANDSHOLMEN;BOKN;SJØ;3600;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;38957;LÅDERSKJERA;BOKN;SJØ;3600;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;17575;TOLLAKSHOLMEN;BOKN;SJØ;5680;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;14136;HESTHOLMEN Ø;KVITSØY;SJØ;4680;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;14495;NORDEIMSØYNA;STAVANGER;SJØ;3600;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;17357;RENNAREN;STAVANGER;SJØ;5120;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11453;TROSNAVÅG;BOKN;LAND;0;STK
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;34817;EIME;KVITSØY;SJØ;3600;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11971;STORE TEISTHOLMEN Ø;SANDNES;SJØ;4120;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11922;OANES SJØ;STRAND;SJØ;780;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;12964;HOGNALAND;BOKN;LAND;0;STK
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;45038;Hundaneset;HJELMELAND;SJØ;2340;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;12007;DALE II;STAVANGER;SJØ;1560;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;40037;SMEDHOLMEN;TYSVÆR;SJØ;3120;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;18639;HALSAVIKA;TYSVÆR;SJØ;3600;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;18235;BASTLI;HJELMELAND;SJØ;3600;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;12966;LINDVIK;VINDAFJORD;SJØ;3120;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;11920;HERØY;VINDAFJORD;SJØ;3600;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;11928;LANGAVIKA;STAVANGER;SJØ;6720;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;10110;DJUPEVIK;STAVANGER;SJØ;5460;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;11913;KJEAHOLA;STAVANGER;SJØ;7020;TN
944663002;FINNØY FISK AS;FINNØYVEGEN 447;4160;FINNØY;11964;RINGJA;TYSVÆR;SJØ;4680;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;33437;ÅDNAHOLMEN;STAVANGER;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13629;MUNKHOLMEN;TYSVÆR;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11893;FOSSÅ;HJELMELAND;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10113;KOBBAVIKA;STAVANGER;SJØ;3600;TN
938354286;EIDESVIK LAKS AS;EIDESVIKVEGEN 63;5443;BØMLO;13221;NAUTVIK;STAVANGER;SJØ;2340;TN
938354286;EIDESVIK LAKS AS;EIDESVIKVEGEN 63;5443;BØMLO;11939;SMAL SKAR;STAVANGER;SJØ;2340;TN
938354286;EIDESVIK LAKS AS;EIDESVIKVEGEN 63;5443;BØMLO;18275;KJERINGÅ;STAVANGER;SJØ;2340;TN
938354286;EIDESVIK LAKS AS;EIDESVIKVEGEN 63;5443;BØMLO;13222;KUNES;STAVANGER;SJØ;3120;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11969;HELGØY;STAVANGER;SJØ;600;TN
886813082;LERØY VEST AS;SKIPAVIKA 54;5397;BEKKJARVIK;11894;EIANE;SANDNES;LAND;2400000;STK
929729161;SKRETTING AQUACULTURE RESEARCH CENTRE AS;POSTBOKS 319;4002;STAVANGER;11927;LERANGSVÅGEN LAND;SANDNES;LAND;100;TN
938567697;ROGALAND FJORDBRUK AS;FLAKKAVÅGSVEGEN 12;5694;ONARHEIM;11930;BJELKAVIK;SULDAL;SJØ;3900;TN
938567697;ROGALAND FJORDBRUK AS;FLAKKAVÅGSVEGEN 12;5694;ONARHEIM;35297;ÅDNØY SØ;SANDNES;SJØ;1950;TN
938567697;ROGALAND FJORDBRUK AS;FLAKKAVÅGSVEGEN 12;5694;ONARHEIM;12003;ROSSHOLMEN N;STAVANGER;SJØ;3600;TN
916345240;RYFISH AS;POSTBOKS 8034 FORUS;4068;STAVANGER;11921;OANES LAND;STRAND;LAND;9,75;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;11972;PRESTHOLMANE;STAVANGER;SJØ;3120;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;45024;Lyregrunnen;STAVANGER;SJØ;4680;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;33797;HIDLEKJERRINGA;STRAND;SJØ;3600;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;19355;LÅVA;STAVANGER;SJØ;3120;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;11957;INDRE SLETTAVIKNESET;SANDNES;SJØ;2340;TN
916345240;RYFISH AS;POSTBOKS 8034 FORUS;4068;STAVANGER;13225;KILANESET;SULDAL;SJØ;1560;TN
916345240;RYFISH AS;POSTBOKS 8034 FORUS;4068;STAVANGER;38097;HØGÅS;STRAND;SJØ;780;TN
911501252;EWOS INNOVATION AS;POSTBOKS 4, SENTRUM;5803;BERGEN;10131;DIRDAL;GJESDAL;LAND;600000;STK
911501252;EWOS INNOVATION AS;POSTBOKS 4, SENTRUM;5803;BERGEN;11908;OLTESVIK;GJESDAL;SJØ;910;TN
911501252;EWOS INNOVATION AS;POSTBOKS 4, SENTRUM;5803;BERGEN;11907;GRÅTNES;SANDNES;SJØ;1000;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13226;VINDSVIK;HJELMELAND;SJØ;3600;TN
981979583;FISTER SMOLT AS;FISTERVEGEN 604;4139;FISTER;10123;FISTER;HJELMELAND;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11856;SALVÅGVIKA;FLEKKEFJORD;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11854;PINNEN;FLEKKEFJORD;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11864;NAPP;FLEKKEFJORD;SJØ;2340;TN
813837692;TYTLANDSVIK AQUA AS;VORMEDALSVEGEN 1890;4130;HJELMELAND;35857;TYTLANDSVIK;HJELMELAND;LAND;0;STK
920962793;ÅRDAL AQUA AS;FISTERVEGEN 604;4139;FISTER;45033;Årdal;HJELMELAND;LAND;0;STK
919408049;NORCE NORWEGIAN RESEARCH CENTRE AS;POSTBOKS 22   NYGÅRDSTANGEN;5838;BERGEN;13477;MEKJARVIK;RANDABERG;LAND;1500;KG
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;12071;OMMUNDSTEIGEN;SULDAL;SJØ;1040;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;26575;TEIGANE;SULDAL;SJØ;780;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;11879;KILAVÅGEN LAND;SULDAL;LAND;200000;STK
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;31477;KILAVÅGEN SJØ;SULDAL;SJØ;100;TN
838065392;GRIEG SEAFOOD ROGALAND AS;POSTBOKS 234  SENTRUM;5804;BERGEN;21055;FOLDØY Ø;SULDAL;SJØ;780;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;22596;HESBYGRUNNEN;STAVANGER;SJØ;4680;TN
950037687;STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA;POSTBOKS 5685 TORGARDEN;7485;TRONDHEIM;11954;IMS II;SANDNES;LAND;130;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;13220;KALHAG;STRAND;SJØ;2340;TN
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;30036;JØRSTADSKJERA;STAVANGER;SJØ;3600;TN
938567697;ROGALAND FJORDBRUK AS;FLAKKAVÅGSVEGEN 12;5694;ONARHEIM;11925;VINTRAVIKI;SULDAL;SJØ;520;TN
950037687;STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA;POSTBOKS 5685 TORGARDEN;7485;TRONDHEIM;10114;IMS IV;SANDNES;LAND;40;M3
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;26955;HETTANESET;VINDAFJORD;SJØ;1560;TN
971045698;ROGALAND FYLKESKOMMUNE;POSTBOKS 130 SENTRUM;4001;STAVANGER;36897;STRAND VGS;STRAND;LAND;2;TN
921634307;ECOFISK NORWAY AS;SPANNAVEGEN 152;5535;HAUGESUND;45027;Espevik;TYSVÆR;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11892;VÅGAFOSSEN;VINDAFJORD;LAND;0;STK
939817646;FRØFISK AS;SOLHEIMSVEGEN 812;5574;SKJOLD;13819;KLYBBATÅRNET SSØ;VINDAFJORD;LAND;400000;STK
938233535;ILSVÅG HOLDING AS;SKIGELSTRANDVEGEN 32;5585;SANDEID;12116;ILSVÅG LAND;VINDAFJORD;LAND;1500000;STK
836597702;BREMNES SEASHORE AS;ØKLANDSVEGEN 90;5430;BREMNES;13637;TROVÅG;VINDAFJORD;LAND;0;STK
984095694;FALK OG MAGNAR VILNES ANS;VILNES;6985;ATLØY;10317;GARVIK;ASKVOLL;SJØ;1560;TN
984095694;FALK OG MAGNAR VILNES ANS;VILNES;6985;ATLØY;27055;ODDANE;KINN;SJØ;2340;TN
984095694;FALK OG MAGNAR VILNES ANS;VILNES;6985;ATLØY;11800;AUSTNESTÅA;KINN;SJØ;2340;TN
958123701;STEINVIK FISKEFARM AS;SANDVIKSVEGEN 264;6940;EIKEFJORD;13708;STEINVIK;KINN;SJØ;1560;TN
958123701;STEINVIK FISKEFARM AS;SANDVIKSVEGEN 264;6940;EIKEFJORD;13706;SELJESET;KINN;SJØ;1560;TN
821614422;LANDØY FISKEOPPDRETT AS;KALVØYVEGEN 32;6986;VÆRLANDET;10087;KALVØYA N;ASKVOLL;SJØ;1560;TN
821614422;LANDØY FISKEOPPDRETT AS;KALVØYVEGEN 32;6986;VÆRLANDET;11793;ÅNNAHOLMANE;ASKVOLL;SJØ;1560;TN
821614422;LANDØY FISKEOPPDRETT AS;KALVØYVEGEN 32;6986;VÆRLANDET;12982;ALDEØYNA;ASKVOLL;SJØ;2340;TN
821614422;LANDØY FISKEOPPDRETT AS;KALVØYVEGEN 32;6986;VÆRLANDET;32317;GURIØYNA;ASKVOLL;SJØ;1560;TN
958608837;FLOKENES FISKEFARM AS;FØRDEFJORDVEGEN 3645;6983;KVAMMEN;11786;HØYVIKA;ASKVOLL;SJØ;3120;TN
958608837;FLOKENES FISKEFARM AS;FØRDEFJORDVEGEN 3645;6983;KVAMMEN;12192;SKORVA;ASKVOLL;SJØ;1560;TN
958608837;FLOKENES FISKEFARM AS;FØRDEFJORDVEGEN 3645;6983;KVAMMEN;13568;STOREVIK;ASKVOLL;SJØ;1560;TN
958608837;FLOKENES FISKEFARM AS;FØRDEFJORDVEGEN 3645;6983;KVAMMEN;13711;DYVIKA;ASKVOLL;SJØ;1560;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;10311;STORLIA;HYLLESTAD;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;11689;KJERRINGNESET;GULEN;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;11700;STORENESET;GULEN;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;11749;BÅRØY;GULEN;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;12978;LYNGHOLMEN;GULEN;SJØ;4500;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;13340;LEIHOLMANE;GULEN;SJØ;5460;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;32518;KUØYNA;GULEN;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;33077;ELVENESET;HYLLESTAD;SJØ;3120;TN
