ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;LOK_NR;LOK_NAVN;LOK_KOM;LOK_PLASS;LOK_KAP;LOK_ENHET
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12466;BRETTINGEN;SMØLA;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12855;KORNSTAD;AVERØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;33937;NØRHOLMEN;SMØLA;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12870;LEITE;AVERØY;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45087;AUKAN;AVERØY;SJØ;300;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12890;HØYBUVIKA;GJEMNES;SJØ;2340;TN
995292971;PURE NORWEGIAN SEAFOOD AS;HENDNESVEIEN 99;6533;AVERØY;27376;HENDNESET;AVERØY;SJØ;130;TN
994300474;PURE FARMING AS;HENDNESVEIEN 99;6533;AVERØY;12361;BUKKHOLMEN S;FRØYA;SJØ;3900;TN
994300474;PURE FARMING AS;HENDNESVEIEN 99;6533;AVERØY;13021;GAUSTAD;HUSTADVIKA;SJØ;1560;TN
994300474;PURE FARMING AS;HENDNESVEIEN 99;6533;AVERØY;38997;ILSØYA 2;FRØYA;SJØ;3120;TN
944183779;MØRE OG ROMSDAL FYLKESKOMMUNE;POSTBOKS 2500;6404;MOLDE;33017;SETEVIKA N;MOLDE;SJØ;3120;TN
944183779;MØRE OG ROMSDAL FYLKESKOMMUNE;POSTBOKS 2500;6404;MOLDE;27215;MYRANE;VESTNES;SJØ;3120;TN
944183779;MØRE OG ROMSDAL FYLKESKOMMUNE;POSTBOKS 2500;6404;MOLDE;12244;SETEVIKA;MOLDE;SJØ;3120;TN
912381420;AVERØY INDUSTRIPARK AS;MYRVANGVEIEN 6;4016;STAVANGER;45125;SMEDVÅGEN;AVERØY;LAND;9500;TN
912381420;AVERØY INDUSTRIPARK AS;MYRVANGVEIEN 6;4016;STAVANGER;45126;SMEDVÅGEN II;AVERØY;LAND;4500000;STK
919384603;SALMON EVOLUTION NORWAY AS;TORGET 5;6440;ELNESVÅGEN;38617;INDRE HARØYA;HUSTADVIKA;LAND;13300;TN
919384603;SALMON EVOLUTION NORWAY AS;TORGET 5;6440;ELNESVÅGEN;40157;INDRE HARØYA II;HUSTADVIKA;LAND;370;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;26775;FJØLVÆRET Ø;FRØYA;SJØ;3900;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;19875;OR;KRISTIANSUND;SJØ;2340;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;39957;FLATØYAN;FRØYA;SJØ;3120;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;12872;KATTHOLMEN;KRISTIANSUND;SJØ;3120;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;10212;BOGEN;KRISTIANSUND;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;10213;NAUSTNESET;GJEMNES;SJØ;2340;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12892;SJØLSVIK;GJEMNES;SJØ;2340;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;30377;HOGSNESET N;AVERØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12298;RØYSA;GISKE;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10181;OKSEBÅSEN V;GISKE;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12281;ROGNE;ÅLESUND;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13243;SANDVIKA;VOLDA;SJØ;4160;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;22455;BJØRLYKKESTRANDA;VANYLVEN;SJØ;5460;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;12268;TERNINGEN;MOLDE;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;45122;LAUSUND;ÅLESUND;SJØ;3600;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;20796;SKARBUKTA;VESTNES;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;14043;LYBERGSVIKA;RAUMA;SJØ;3120;TN
979398875;EIK SETTEFISK AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;10191;VESTREFJORDEN;ÅLESUND;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13249;SAGELVA;ØRSTA;SJØ;5460;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;19995;HAGAHAMMAREN;AURE;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;19855;SEGELRÅA;AURE;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;10220;BOTN;HEIM;LAND;2500000;STK
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12898;HØNSVIKGULEN;HEIM;LAND;100;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;32437;URDA;SURNADAL;SJØ;780;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13246;VOLDNES;HERØY I MØRE OG ROMSDAL;SJØ;4400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45135;VORAVIKA;SANDE I MØRE OG ROMSDAL;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12209;RØNSTAD;VOLDA;SJØ;1850;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13845;BEITVEIT;STAD;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12237;BRUDEVIKA;VANYLVEN;SJØ;5460;TN
986431446;VILLA SMOLT AS;MOLTUVEGEN 434;6076;MOLTUSTRANDA;12325;MOLTUSTRANDA;HERØY I MØRE OG ROMSDAL;LAND;5000000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30597;EGGESBØNES;HERØY I MØRE OG ROMSDAL;SJØ;780;TN
994829750;PROPHYLAXIA AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;12265;GUDMUNDSET;ÅLESUND;SJØ;1560;TN
994829750;PROPHYLAXIA AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;12844;SETERNESET;MOLDE;SJØ;2340;TN
994829750;PROPHYLAXIA AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;13852;GJERMUNDNES;VESTNES;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;32197;DRYNA;MOLDE;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;45018;Ny-Hellaren;MOLDE;SJØ;780;TN
918020322;AS ØYLAKS;MIDSUND;6475;MIDSUND;12260;JUVIKA;MOLDE;SJØ;780;TN
918020322;AS ØYLAKS;MIDSUND;6475;MIDSUND;10194;HELLAREN;MOLDE;SJØ;780;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12895;HALSBUKTA;TINGVOLL;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12871;HOGSNES;AVERØY;SJØ;3120;TN
828764292;HOFSETH AQUA AS;KIPERVIKGATA 13;6003;ÅLESUND;37797;SKJORTNESET II;FJORD;SJØ;3120;TN
828764292;HOFSETH AQUA AS;KIPERVIKGATA 13;6003;ÅLESUND;23695;SKOTUNGNESET;STRANDA;SJØ;2340;TN
828764292;HOFSETH AQUA AS;KIPERVIKGATA 13;6003;ÅLESUND;18355;TAFJORD;FJORD;LAND;4000000;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;12842;REISTAD;RAUMA;LAND;500000;STK
946432121;HJELVIK SETTEFISK A/S;HJELVIKSVINGAN 426;6387;VÅGSTRANDA;13672;HJELVIK;RAUMA;LAND;1000000;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;12884;SANDNESBUKTA;MOLDE;SJØ;1560;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;18000;RIMSTAD;TINGVOLL;LAND;500000;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;31717;GJERSET V;ÅLESUND;SJØ;1560;TN
918075070;HJELVIK MATFISK AS;HJELVIKSVINGAN 426;6387;VÅGSTRANDA;37937;HJELVIK II;RAUMA;LAND;2000;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;13669;FURNESET;VESTNES;SJØ;4680;TN
916917244;STORDAL AQUAPRODUKSJON AS;SVEMORKA 26;6200;STRANDA;37337;GYLJENESET;FJORD;LAND;1600;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;31437;FUGLÅSEN;SMØLA;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;39617;SVANØYA;SMØLA;SJØ;1560;TN
935509920;AQUA FARMS VARTDAL AS;VARTDALSSTRANDA 843;6170;VARTDAL;25695;GJERDE;ULSTEIN;SJØ;2340;TN
935509920;AQUA FARMS VARTDAL AS;VARTDALSSTRANDA 843;6170;VARTDAL;12213;KVANGARDSNES;VOLDA;SJØ;3120;TN
935509920;AQUA FARMS VARTDAL AS;VARTDALSSTRANDA 843;6170;VARTDAL;12308;BJØRNDAL;ØRSTA;SJØ;3120;TN
935509920;AQUA FARMS VARTDAL AS;VARTDALSSTRANDA 843;6170;VARTDAL;20815;SLETTVIKA;ØRSTA;SJØ;3120;TN
935701643;NEKTON SETTEFISK AS;VESTSIDEVEIEN 3490;6570;SMØLA;10221;AUNVÅGEN;SMØLA;LAND;2500000;STK
984027958;NEKTON HAVBRUK AS;INDUSTRIVEIEN 51;7266;KVERVA;38777;HALLARVIK;HITRA;SJØ;2340;TN
984027958;NEKTON HAVBRUK AS;INDUSTRIVEIEN 51;7266;KVERVA;24196;GJELSØYA;HITRA;SJØ;780;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;31677;SANDHOLMANE;AUKRA;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12294;KJERSTAD;ÅLESUND;SJØ;6240;TN
998830168;NORSK SJØMAT OPPDRETT AS;SVEMORKA;6200;STRANDA;12394;ØRNØYA;FRØYA;SJØ;4680;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;10183;BARSTADVIK;ØRSTA;LAND;780;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12896;HEGERBERGTRØA;TINGVOLL;SJØ;1755;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12897;HONNHAMMARVIKA;TINGVOLL;SJØ;1755;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12904;MERRABERGET;MOLDE;SJØ;1755;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;24096;VESTSEØRA;HEIM;LAND;500000;STK
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12917;SJØLSENG;SUNNDAL;LAND;195;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12474;NORDHEIM;AURE;LAND;0;STK
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12993;LAMØYA;FRØYA;SJØ;3120;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;12380;LANGØYA KVALØYA;FRØYA;SJØ;2340;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;32677;ESPNESTAREN;FRØYA;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12315;FLØ;ULSTEIN;LAND;0;STK
996554708;KRAFT LAKS AS;C/O SALMON EVOLUTION ASA, TORGET 5;6440;ELNESVÅGEN;12217;DALE;VOLDA;LAND;5000000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12214;DRAVLAUS;VOLDA;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12222;STEINSVIK;VOLDA;LAND;0;STK
929419006;VARTDAL FISKEOPPDRETT AS;MYRANE 12;6170;VARTDAL;12986;STORELVA;ØRSTA;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12278;STANDAL Y;ØRSTA;LAND;5000000;STK
938413789;URKE FISKEOPPDRETT AS;URKEVEGEN 150;6196;NORANGSFJORDEN;12269;URKE;ØRSTA;LAND;5000000;STK
944725520;WESTERN SEAPRODUCTS AS;VARTDALSSTRANDA 843;6170;VARTDAL;12303;VARTDAL;ØRSTA;SJØ;300;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12223;VIDEILD;VANYLVEN;LAND;2000000;STK
841139402;SÆTRE SETTEFISK AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;13671;SÆTRE;VESTNES;LAND;2000000;STK
974767880;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;TRONDHEIM;7491;TRONDHEIM;24696;ØRNØYA II;FRØYA;SJØ;3900;TN
983506925;BENCHMARK GENETICS NORWAY AS;BRADBENKEN 1;5003;BERGEN;29876;FLOTAREN;FLATANGER;SJØ;3120;TN
983506925;BENCHMARK GENETICS NORWAY AS;BRADBENKEN 1;5003;BERGEN;24695;ÅRNES;NAMSOS;SJØ;4680;TN
983506925;BENCHMARK GENETICS NORWAY AS;BRADBENKEN 1;5003;BERGEN;24315;GJÆSINGEN;ÅFJORD;SJØ;3120;TN
986703411;TOMREN FISH AS;FJORDVEGEN 506;6393;TOMREFJORD;37497;TROHAUGEN;VESTNES;LAND;3900;TN
998485967;IRSEA ARC AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;38077;DAUGSTAD II;VESTNES;LAND;1;TN
921709218;HAUGE AQUA FARMING AS;DAUGSTADVEGEN 445;6392;VIKEBUKT;45047;Geilbukta;RAUMA;SJØ;780;TN
913379403;ANDFJORD SALMON AS;KVALNESVEIEN 69;8485;DVERBERG;38897;KVALNES;ANDØY;LAND;10000;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;11144;SVINVÆR;RØDØY;SJØ;6240;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;31217;STOKKASJØEN;VEVELSTAD;SJØ;4680;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;22035;BUKTODDEN NØ;RANA;SJØ;6240;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13764;KOKVIKA;LURØY;SJØ;6240;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;10893;RENSØYA N;TRÆNA;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45016;Kjølsøyvær;RØDØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;39397;RØRSKJÆRAN S;VEGA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;35617;MULNESODDEN;GILDESKÅL;SJØ;7800;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;29296;FLEINA;GILDESKÅL;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;28036;LANGSKJÆRAN;GILDESKÅL;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13000;SLÅTTVIKA;BRØNNØY;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11129;NORDFUGLØY;GILDESKÅL;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10876;ISTERVIKA;BRØNNØY;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10877;MORTENØY;BRØNNØY;SJØ;3120;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;14676;SLAPØYA N;DØNNA;SJØ;1560;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;17077;TRETTEVIK;SENJA;SJØ;7560;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;29417;YTRE VASSHOLMEN;HERØY I NORDLAND;SJØ;1560;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;29756;INDRE BRINGENES;SENJA;SJØ;6700;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;36778;HAVSTEIN SØR;DØNNA;SJØ;2340;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;37857;SEISKJÆRET;HERØY I NORDLAND;SJØ;3120;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;45003;Ystøya;ALSTAHAUG;SJØ;3120;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;45050;Skarvhammaren;ALSTAHAUG;SJØ;2340;TN
923164251;NORDLAND SETTEFISK AS;C/O BJØRN ERIK SØRVIG, NERVEIEN 40;8890;LEIRFJORD;45075;HORVNES;ALSTAHAUG;LAND;0;STK
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;10484;HOPEN;BODØ;LAND;2500000;STK
970940243;NORD UNIVERSITET;POSTBOKS 1490;8049;BODØ;10483;MØRKVEDBUKTA;BODØ;LAND;2000;M3
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;32397;STORVIKA I SKJERSTADFJORDEN;BODØ;SJØ;4836;TN
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;27856;HUNDHOLMEN;FAUSKE;SJØ;1560;TN
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;19098;LEIVSETHAMRAN;FAUSKE;SJØ;4836;TN
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;15455;DAUMANNSVIKA;SALTDAL;SJØ;4836;TN
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;11273;SKYSSELVIKA V;FAUSKE;SJØ;2200;TN
947038877;EDELFARM AS;ØKSENGÅRD;8253;ROGNAN;11272;ØKSENGÅRD;SALTDAL;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;31777;REINVIKA;SØRFOLD;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30157;MOVIK;SØRFOLD;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;16165;TÅRNVIKA;BODØ;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10246;LEIKVANGBUKTA LAND;ØRLAND;LAND;300;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;36637;ELVKROKEN;SØRFOLD;LAND;300;TN
992130636;SALTEN STAMFISK AS;SJØGATA 21;8006;BODØ;31837;SØRFJORDEN STAMFISKANLEGG;SØRFOLD;LAND;300;TN
980938875;SALMON CENTER AS;SJØGATA 21;8006;BODØ;35817;STOREVIKA;BODØ;SJØ;4330;TN
980938875;SALMON CENTER AS;SJØGATA 21;8006;BODØ;36737;HALLSTEINHAMN I;BODØ;SJØ;3120;TN
884141982;BALLANGEN SJØFARM AS;FORNES-E6 92;8540;BALLANGEN;28196;KVERNES;NARVIK;SJØ;3600;TN
884141982;BALLANGEN SJØFARM AS;FORNES-E6 92;8540;BALLANGEN;31077;TJUKKENESET;EVENES;SJØ;3120;TN
884141982;BALLANGEN SJØFARM AS;FORNES-E6 92;8540;BALLANGEN;31297;TORTENNESET;NARVIK;SJØ;5500;TN
884141982;BALLANGEN SJØFARM AS;FORNES-E6 92;8540;BALLANGEN;45060;PUNDSVIK I;NARVIK;SJØ;4776;TN
884141982;BALLANGEN SJØFARM AS;FORNES-E6 92;8540;BALLANGEN;26495;JEVIK;NARVIK;SJØ;7000;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;38297;SØR GÅSVÆR;HERØY I NORDLAND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;10989;LABUKTA V;HERØY I NORDLAND;SJØ;1560;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;11041;NORD GÅSVÆR;HERØY I NORDLAND;SJØ;5999;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;31637;MELKØYA;HERØY I NORDLAND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;34197;BRENNHOLMEN;HERØY I NORDLAND;SJØ;2340;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;35777;KVITSKJÆRET;HERØY I NORDLAND;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;36317;VARHOLMEN;BRØNNØY;SJØ;5460;TN
977106206;BINDALSSMOLT AS;C/O SINKABERG-HANSEN AS, MARØYA;7900;RØRVIK;13183;SAGLIFOSSEN;BINDAL;LAND;0;STK
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;36017;SØRVÆRET;HERØY I NORDLAND;SJØ;5460;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;14076;LISMÅSØY;BRØNNØY;SJØ;3120;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;14019;ØKSNINGEN;BINDAL;SJØ;5860;TN
976543718;SINKABERGHANSEN AS;MARØYVEGEN 110;7900;RØRVIK;10858;MULINGEN;BINDAL;SJØ;2860;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11074;KVALVIKA;RØDØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11076;DIGERMULEN;RØDØY;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13124;STORSTROMPAN;RØDØY;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;35977;LIAN;RØDØY;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45044;Linesvika;RØDØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13584;TOSBOTN;BRØNNØY;LAND;2500000;STK
918003126;NORSK HAVBRUKSSENTER AS;TOFTSUNDET;8909;BRØNNØYSUND;34917;TOSEN;BINDAL;SJØ;3120;TN
918003126;NORSK HAVBRUKSSENTER AS;TOFTSUNDET;8909;BRØNNØYSUND;10898;LAMHOLMEN;BRØNNØY;SJØ;1560;TN
996482537;AKVAFUTURE AS;SALHUSSLETTA 2;8907;BRØNNØYSUND;38057;HAMNSUNDET I;VEVELSTAD;SJØ;2340;TN
996482537;AKVAFUTURE AS;SALHUSSLETTA 2;8907;BRØNNØYSUND;38037;ANDALSVÅGEN I;VEVELSTAD;SJØ;780;TN
996482537;AKVAFUTURE AS;SALHUSSLETTA 2;8907;BRØNNØYSUND;35737;SÆTEROSEN;BRØNNØY;SJØ;2340;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;38517;MÅVÆR;LURØY;SJØ;4850;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;32037;GRASHOLMAN;LURØY;SJØ;3900;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;14679;HELLFJORDEN;BØ I NORDLAND;SJØ;3120;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;38757;GAUKVÆRØY;BØ I NORDLAND;SJØ;3120;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;11248;BONHAMMAREN;BØ I NORDLAND;SJØ;1560;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;19635;SKATLEIA;BØ I NORDLAND;SJØ;2340;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;11251;HYSJORDA;BØ I NORDLAND;SJØ;1560;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;11252;VINDHAMMEREN;BØ I NORDLAND;SJØ;1560;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;34277;MIKKELSØYA;BØ I NORDLAND;SJØ;1560;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;10504;VEDVIKA;BØ I NORDLAND;SJØ;1560;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;14678;UVÅG;BØ I NORDLAND;SJØ;400;TN
913601963;EGIL KRISTOFFERSEN & SØNNER AS;JENNSKARVEIEN 52;8475;STRAUMSJØEN;27176;JENNSKARBOTN;BØ I NORDLAND;SJØ;400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45029;Ramnøya N;DØNNA;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;28336;BREIVIKA;DØNNA;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10990;LILLE ÅSVÆR;DØNNA;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;32897;BREIVIKA S;DØNNA;SJØ;3900;TN
