,localityNo,year,cleanerFish,comment,count,countCategory,countEstimated,countType,county,countyCode,createdDate,date,description,globalId,lastEditedDate,localityCapacity,localityName,municipalityNumber,objectId,parentId,recaptureDescription,recaptureStarted,recapturesCompleted,size,sizeEstimated,species,status,statusLocality,waterEnvironment,waterEnvironmentCode,week
695,24295,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,10876,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,14245,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,36137,2022,False,,2,1-10,1-10,endelig #,TROMS OG FINNMARK,54.0,2022-07-03T00:48:49+02:00,2022-06-15T13:15:00+02:00,Manglende bruk av sikkerhetsnett mellom merd og båt ,{E666C180-5F04-493B-AFF2-7D08A1584F07},2022-07-03T00:49:43+02:00,3600.0,JEKTEBERGET,5413.0,88363.0,2594.0,"Bruk av gjenfangstgarn, tar kontakt med lokale fiskere",True,1.0,0.216,0.216,Laks,Del 2,KLARERT,SALTVANN,Salt,24.0
699,19977,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,11269,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,10885,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,31017,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,16335,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,27176,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,33197,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,38877,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,26495,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,11665,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,10577,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,30036,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,38437,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,25736,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,12457,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,11333,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,17736,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,13783,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,11225,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,12260,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,29436,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,29656,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,13242,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,15657,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,12348,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,13220,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,22915,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,28517,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,34797,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,27996,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,36217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,29576,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,12371,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,15118,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,10087,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,31517,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,10759,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,36817,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,23136,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,10560,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,10804,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,31757,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,16281,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,12872,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,14042,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,30437,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,16736,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,28976,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,13225,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,31477,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,11879,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,31477,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,13279,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,45052,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,13297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,12660,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,31917,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,13573,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,12139,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,11493,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,11913,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,33577,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,12875,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,23755,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,11173,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,13687,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,10720,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,10409,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,13009,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,11207,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,11652,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,18275,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,36297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,11112,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,11689,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,12294,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,12961,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,45016,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,45037,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,12415,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,26135,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,27015,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,32257,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,32257,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,32577,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,40377,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,10723,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,24455,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,10363,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,12215,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,10828,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,10206,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,36037,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,29476,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,10724,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,45137,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,12980,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,19755,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,33998,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,45089,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,11829,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,13339,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,18755,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,11534,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,13819,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,11763,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,13567,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,13567,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,12893,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,45117,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,10113,2022,True,,3,1-10,1-10,endelig #,ROGALAND,11.0,2022-07-03T00:48:49+02:00,2022-06-03T12:24:00+02:00,"Under behandling mot lus, valgte man å bruke muligheten for å sortere ut Rognkjeks til avliving. Mot slutten av behandlingen kom der plutselig veldig mye Rognkjeks på kort tid gjennom avsileren. Systemet klarte ikke å svelge denne mengden og det rant over på baksiden og fisk endte på dekk. 3 stk taper laks endte på sjøen ilag med 2 stk rognkjeks. Rømningssikring var på plass men ikke på baksiden.",{5B598118-B620-4ECE-B566-9BA195DF95F4},2022-07-03T00:49:44+02:00,3600.0,KOBBAVIKA,1103.0,88354.0,2588.0,"setter 2 garn umiddelbart, følger opp med flere.",True,1.0,0.2,0.2,Laks,Del 2,KLARERT,SALTVANN,Salt,22.0
810,32598,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,13764,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,12487,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,38677,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,11575,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,11201,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,29557,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,45100,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,10365,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,17755,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,10265,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,12225,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,12841,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,12855,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,19195,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,20316,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,36797,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,10224,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,32097,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,45002,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,29556,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,20915,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,11809,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,30297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,33177,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,13803,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,12476,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,34037,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,16055,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,10837,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,11719,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,13308,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,10614,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,13551,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,21676,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,10764,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,12239,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,12652,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,30016,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,25935,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,14040,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,45070,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,11444,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,11633,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,14681,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,13222,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,13595,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,32518,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,10837,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,38897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,32657,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,22775,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,18217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,18217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,19356,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,11863,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,11074,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,13792,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,13831,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,12213,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,12499,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,20576,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,13574,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,11840,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,21337,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,35377,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,15860,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,15860,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,39197,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,32217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,11499,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,10287,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,24975,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,15860,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,10390,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,10390,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,34157,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,28196,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,11714,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,13327,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,10418,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,12686,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,10041,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,13482,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,36457,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,35997,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,13813,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,11775,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,30216,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,45129,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,27696,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,12727,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,35777,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,28616,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,11196,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,11803,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,20595,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,30076,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,13234,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,34657,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,10989,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,38957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,15460,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,12422,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,10080,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,21775,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,10898,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,12732,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,12333,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,12993,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,39357,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,25455,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,34317,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,34457,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,11928,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,13502,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,11791,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,16497,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,11116,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,24715,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,34637,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,11767,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,26295,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,45081,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,12380,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,12380,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,13002,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,11238,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,13055,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,45009,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,45118,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,20559,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,33557,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,28036,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,12822,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,11077,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,11558,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,37297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,15957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,45124,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,22695,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,25735,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,28476,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,11438,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,33777,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,45122,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,12623,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,19355,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,11327,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,11350,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,12416,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,13340,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,10246,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,10246,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,12744,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,12744,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,13085,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,26675,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,26675,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,30857,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,13699,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,12870,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,19098,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,12701,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,34257,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,13012,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,23056,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,14086,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,11562,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,13742,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,13179,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,10120,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,11927,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,11927,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,35977,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,11745,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,13632,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,10990,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,36497,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,10840,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,13317,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,10262,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,31977,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,10823,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,12392,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,29056,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,28396,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,12212,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,10258,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,12966,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,29996,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,45044,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,45066,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,14076,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,35317,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,14039,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,11410,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,11410,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,13876,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,12022,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,12079,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,14435,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,28996,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,12342,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,12341,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,12719,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,40137,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,14556,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,16216,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,12545,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,12545,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,11887,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,33277,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,13549,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,36757,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,26275,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,10963,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,45110,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,27075,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,12974,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,14043,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,10292,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,12978,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,33337,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,32057,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,30237,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,26036,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,12385,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,45024,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,12633,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,12127,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,14682,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,35477,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,12331,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,10232,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,12370,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,12134,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,32977,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,36577,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,10611,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,13685,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,15516,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
