lice_limit,loc_nr,lice_year
0.5,10149,2017
0.5,30637,2017
0.5,10806,2017
0.5,10873,2017
0.5,10996,2017
0.5,11651,2017
0.5,13581,2017
0.5,11687,2017
0.5,12366,2017
0.5,28636,2017
0.5,31959,2017
0.5,31958,2017
0.5,30817,2017
0.5,13867,2017
0.5,12406,2017
0.5,32997,2017
0.5,33477,2017
0.5,31777,2017
0.5,29116,2017
0.5,10086,2017
0.5,11072,2017
0.5,22796,2017
0.5,17357,2017
0.5,29896,2017
0.5,10893,2017
0.5,30657,2017
0.5,27395,2017
0.5,12784,2017
0.5,11964,2017
0.5,14795,2017
0.5,12832,2017
0.5,21495,2017
0.5,21176,2017
0.5,10822,2017
0.5,13804,2017
0.5,12281,2017
0.5,12867,2017
0.5,29276,2017
0.5,12209,2017
0.5,19517,2017
0.5,12018,2017
0.5,12003,2017
0.5,12126,2017
0.5,11122,2017
0.5,10475,2017
0.5,11883,2017
0.5,11770,2017
0.5,31097,2017
0.5,12298,2017
0.5,13887,2017
0.5,12794,2017
0.5,13612,2017
0.5,16015,2017
0.5,35737,2017
0.5,13249,2017
0.5,32137,2017
0.5,10328,2017
0.5,30957,2017
0.5,13597,2017
0.5,34857,2017
0.5,12973,2017
0.5,12019,2017
0.5,13748,2017
0.5,11856,2017
0.5,11413,2017
0.5,20096,2017
0.5,31677,2017
0.5,13296,2017
0.5,12884,2017
0.5,35417,2017
0.5,19135,2017
0.5,11888,2017
0.5,28416,2017
0.5,13243,2017
0.5,15462,2017
0.5,13035,2017
0.5,11758,2017
0.5,33317,2017
0.5,19855,2017
0.5,17015,2017
0.5,34597,2017
0.5,10398,2017
0.5,13706,2017
0.5,36517,2017
0.5,12390,2017
0.5,30877,2017
0.5,12844,2017
0.5,12244,2017
0.5,33017,2017
0.5,25735,2017
0.5,24115,2017
0.5,13530,2017
0.5,12892,2017
0.5,18898,2017
0.5,20515,2017
0.5,11138,2017
0.5,20796,2017
0.5,10550,2017
0.5,10216,2017
0.5,32357,2017
0.5,34137,2017
0.5,11357,2017
0.5,31457,2017
0.5,16255,2017
0.5,21795,2017
0.5,14976,2017
0.5,34117,2017
0.5,19635,2017
0.5,28856,2017
0.5,22315,2017
0.5,12048,2017
0.5,11966,2017
0.5,10660,2017
0.5,11861,2017
0.5,26196,2017
0.5,11216,2017
0.5,36177,2017
0.5,20115,2017
0.5,12158,2017
0.5,11334,2017
0.5,27737,2017
0.5,33097,2017
0.5,30757,2017
0.5,30117,2017
0.5,27956,2017
0.5,28796,2017
0.5,13531,2017
0.5,33157,2017
0.5,28296,2017
0.5,10961,2017
0.5,11737,2017
0.5,11640,2017
0.5,25896,2017
0.5,32877,2017
0.5,12108,2017
0.5,12192,2017
0.5,23695,2017
0.5,11326,2017
0.5,18657,2017
0.5,12705,2017
0.5,30997,2017
0.5,31117,2017
0.5,15236,2017
0.5,11273,2017
0.5,14676,2017
0.5,28096,2017
0.5,26155,2017
0.5,28316,2017
0.5,13000,2017
0.5,11811,2017
0.5,24456,2017
0.5,30417,2017
0.5,10838,2017
0.5,20815,2017
0.5,12712,2017
0.5,32237,2017
0.5,11939,2017
0.5,13724,2017
0.5,35337,2017
0.5,29356,2017
0.5,12154,2017
0.5,11959,2017
0.5,27476,2017
0.5,11605,2017
0.5,13291,2017
0.5,27436,2017
0.5,13032,2017
0.5,10276,2017
0.5,19915,2017
0.5,23375,2017
0.5,15375,2017
0.5,35318,2017
0.5,36017,2017
0.5,13936,2017
0.5,13915,2017
0.5,13865,2017
0.5,34297,2017
0.5,28896,2017
0.5,32697,2017
0.5,30537,2017
0.5,13708,2017
0.5,10825,2017
0.5,13290,2017
0.5,11525,2017
0.5,31217,2017
0.5,11486,2017
0.5,19015,2017
0.5,11649,2017
0.5,12965,2017
0.5,15956,2017
0.5,10417,2017
0.5,10974,2017
0.5,36099,2017
0.5,10839,2017
0.5,10281,2017
0.5,10789,2017
0.5,11971,2017
0.5,19519,2017
0.5,30217,2017
0.5,11700,2017
0.5,35817,2017
0.5,11492,2017
0.5,13593,2017
0.5,24535,2017
0.5,10311,2017
0.5,11290,2017
0.5,20776,2017
0.5,11301,2017
0.5,11298,2017
0.5,31338,2017
0.5,19016,2017
0.5,13566,2017
0.5,13124,2017
0.5,13316,2017
0.5,13125,2017
0.5,15461,2017
0.5,22335,2017
0.5,32397,2017
0.5,10552,2017
0.5,23055,2017
0.5,10421,2017
0.5,11858,2017
0.5,13892,2017
0.5,10753,2017
0.5,12081,2017
0.5,22435,2017
0.5,26235,2017
0.5,11552,2017
0.5,11206,2017
0.5,36100,2017
0.5,19396,2017
0.5,29376,2017
0.5,10798,2017
0.5,11312,2017
0.5,31817,2017
0.5,12074,2017
0.5,11776,2017
0.5,13727,2017
0.5,11813,2017
0.5,11144,2017
0.5,22955,2017
0.5,13196,2017
0.5,10309,2017
0.5,20577,2017
0.5,10582,2017
0.5,16165,2017
0.5,26575,2017
0.5,13057,2017
0.5,29776,2017
0.5,21755,2017
0.5,12449,2017
0.5,13644,2017
0.5,12268,2017
0.5,12662,2017
0.5,15517,2017
0.5,25815,2017
0.5,28916,2017
0.5,20075,2017
0.5,31077,2017
0.5,10054,2017
0.5,11414,2017
0.5,10635,2017
0.5,17575,2017
0.5,26055,2017
0.5,30236,2017
0.5,30837,2017
0.5,30177,2017
0.5,12114,2017
0.5,33677,2017
0.5,34917,2017
0.5,31497,2017
0.5,14018,2017
0.5,29336,2017
0.5,30517,2017
0.5,32717,2017
0.5,10090,2017
0.5,17077,2017
0.5,32857,2017
0.5,30560,2017
0.5,13677,2017
0.5,13594,2017
0.5,11351,2017
0.5,10332,2017
0.5,10029,2017
0.5,10147,2017
0.5,25855,2017
0.5,10821,2017
0.5,14081,2017
0.5,30717,2017
0.5,12077,2017
0.5,13562,2017
0.5,10570,2017
0.5,10726,2017
0.5,13570,2017
0.5,13720,2017
0.5,12102,2017
0.5,34737,2017
0.5,32437,2017
0.5,32837,2017
0.5,11533,2017
0.5,24135,2017
0.5,14678,2017
0.5,35517,2017
0.5,22495,2017
0.5,24197,2017
0.5,10677,2017
0.5,10091,2017
0.5,31557,2017
0.5,13522,2017
0.5,35657,2017
0.5,10968,2017
0.5,36337,2017
0.5,36317,2017
0.5,12303,2017
0.5,11137,2017
0.5,18117,2017
0.5,11728,2017
0.5,13047,2017
0.5,12678,2017
0.5,10504,2017
0.5,11303,2017
0.5,32637,2017
0.5,32337,2017
0.5,35838,2017
0.5,13837,2017
0.5,33497,2017
0.5,11385,2017
0.5,12885,2017
0.5,13704,2017
0.5,27315,2017
0.5,36717,2017
0.5,11252,2017
0.5,12839,2017
0.5,13226,2017
0.5,19235,2017
0.5,11315,2017
0.5,10616,2017
0.5,11925,2017
0.5,13246,2017
0.5,12334,2017
0.5,36237,2017
0.5,17495,2017
0.5,29936,2017
0.5,13306,2017
0.5,13016,2017
0.5,24155,2017
0.5,32617,2017
0.5,24175,2017
0.5,20176,2017
0.5,11338,2017
0.5,29417,2017
0.5,33437,2018
0.5,30196,2018
0.5,35297,2018
0.5,30977,2018
0.5,15196,2018
0.5,10331,2018
0.5,12067,2018
0.5,12982,2018
0.5,10298,2018
0.5,11756,2018
0.5,13271,2018
0.5,12086,2018
0.5,11416,2018
0.5,13227,2018
0.5,11179,2018
0.5,10319,2018
0.5,11330,2018
0.5,11513,2018
0.5,38037,2018
0.5,33457,2018
0.5,11339,2018
0.5,32277,2018
0.5,32297,2018
0.5,33257,2018
0.5,30156,2018
0.5,13563,2018
0.5,13518,2018
0.5,32017,2018
0.5,11793,2018
0.5,29816,2018
0.5,29416,2018
0.5,12085,2018
0.5,11364,2018
0.5,24695,2018
0.5,11119,2018
0.5,10735,2018
0.5,35797,2018
0.5,12668,2018
0.5,20496,2018
0.5,14016,2018
0.5,13254,2018
0.5,12988,2018
0.5,10870,2018
0.5,12357,2018
0.5,10275,2018
0.5,11800,2018
0.5,26795,2018
0.5,13572,2018
0.5,12730,2018
0.5,29016,2018
0.5,13341,2018
0.5,19395,2018
0.5,32537,2018
0.5,13305,2018
0.5,13873,2018
0.5,11749,2018
0.5,31877,2018
0.5,10862,2018
0.5,18235,2018
0.5,13845,2018
0.5,25055,2018
0.5,12095,2018
0.5,20396,2018
0.5,30397,2018
0.5,13872,2018
0.5,11241,2018
0.5,11930,2018
0.5,12178,2018
0.5,31738,2018
0.5,12625,2018
0.5,31317,2018
0.5,22455,2018
0.5,12308,2018
0.5,23436,2018
0.5,34997,2018
0.5,11340,2018
0.5,29458,2018
0.5,19255,2018
0.5,12156,2018
0.5,31857,2018
0.5,24915,2018
0.5,11399,2018
0.5,10212,2018
0.5,12252,2018
0.5,13209,2018
0.5,13284,2018
0.5,13143,2018
0.5,10256,2018
0.5,11248,2018
0.5,11754,2018
0.5,37237,2018
0.5,15796,2018
0.5,20876,2018
0.5,11230,2018
0.5,36417,2018
0.5,12040,2018
0.5,34897,2018
0.5,11488,2018
0.5,33137,2018
0.5,11015,2018
0.5,13205,2018
0.5,37157,2018
0.5,12594,2018
0.5,11574,2018
0.5,15621,2018
0.5,28336,2018
0.5,32897,2018
0.5,13765,2018
0.5,33237,2018
0.5,36118,2018
0.5,10223,2018
0.5,10674,2018
0.5,33637,2018
0.5,34197,2018
0.5,37357,2018
0.5,12466,2018
0.5,35677,2018
0.5,12237,2018
0.5,13841,2018
0.5,11435,2018
0.5,31038,2018
0.5,11543,2018
0.5,25655,2018
0.5,33537,2018
0.5,11721,2018
0.5,27976,2018
0.5,12361,2018
0.5,11087,2018
0.5,11857,2018
0.5,22035,2018
0.5,11162,2018
0.5,37217,2018
0.5,12007,2018
0.5,32497,2018
0.5,32457,2018
0.5,31137,2018
0.5,35957,2018
0.5,15455,2018
0.5,37557,2018
0.5,10757,2018
0.5,11076,2018
0.5,12659,2018
0.5,13229,2018
0.5,21336,2018
0.5,14799,2018
0.5,10110,2018
0.5,10338,2018
0.5,20455,2018
0.5,25135,2018
0.5,26595,2018
0.5,11684,2018
0.5,37177,2018
0.5,30097,2018
0.5,33117,2018
0.5,34018,2018
0.5,10505,2018
0.5,36917,2018
0.5,35497,2018
0.5,32197,2018
0.5,11644,2018
0.5,35237,2018
0.5,13412,2018
0.5,11381,2018
0.5,21415,2018
0.5,32117,2018
0.5,32157,2018
0.5,12128,2018
0.5,35697,2018
0.5,12033,2018
0.5,13711,2018
0.5,12109,2018
0.5,12574,2018
0.5,14041,2018
0.5,30137,2018
0.5,30597,2018
0.5,19335,2018
0.5,15456,2018
0.5,10045,2018
0.5,34717,2018
0.5,10819,2018
0.5,13870,2018
0.5,34817,2018
0.5,35877,2018
0.5,29537,2018
0.5,30917,2018
0.5,10811,2018
0.5,33077,2018
0.5,32797,2018
0.5,12236,2018
0.5,12879,2018
0.5,11363,2018
0.5,34577,2018
0.5,32677,2018
0.5,10229,2018
0.5,37437,2018
0.5,24575,2018
0.5,31797,2018
0.5,12624,2018
0.5,31157,2018
0.5,13624,2018
0.5,13527,2018
0.5,11353,2018
0.5,31398,2018
0.5,11433,2018
0.5,14796,2018
0.5,10803,2018
0.5,26775,2018
0.5,32597,2018
0.5,10544,2018
0.5,22515,2018
0.5,11833,2018
0.5,19336,2018
0.5,36138,2018
0.5,25835,2018
0.5,30176,2018
0.5,29296,2018
0.5,13494,2018
0.5,12407,2018
0.5,11355,2018
0.5,25895,2018
0.5,29876,2018
0.5,21335,2018
0.5,21055,2018
0.5,35597,2018
0.5,16939,2018
0.5,33697,2018
0.5,19278,2018
0.5,10880,2018
0.5,11893,2018
0.5,26935,2018
0.5,31437,2018
0.5,19115,2018
0.5,11736,2018
0.5,22015,2018
0.5,11814,2018
0.5,13669,2018
0.5,13058,2018
0.5,10747,2018
0.5,13874,2018
0.5,12891,2018
0.5,31297,2018
0.5,11193,2018
0.5,12078,2018
0.5,11667,2018
0.5,10317,2018
0.5,13021,2018
0.5,34217,2018
0.5,11198,2018
0.5,26335,2018
0.5,31357,2018
0.5,34357,2018
0.5,20897,2018
0.5,11530,2018
0.5,24315,2018
0.5,24196,2018
0.5,13036,2018
0.5,25695,2018
0.5,33617,2018
0.5,10324,2018
0.5,12714,2018
0.5,13852,2018
0.5,31717,2018
0.5,11365,2018
0.5,10754,2018
0.5,10734,2018
0.5,34617,2018
0.5,32037,2018
0.5,11690,2018
0.5,11907,2018
0.5,11657,2018
0.5,32917,2018
0.5,11559,2018
0.5,11771,2018
0.5,12435,2018
0.5,29096,2018
0.5,17177,2018
0.5,24615,2018
0.5,33597,2018
0.5,12265,2018
0.5,10318,2018
0.5,24735,2018
0.5,33357,2018
0.5,12789,2018
0.5,32317,2018
0.5,33757,2018
0.5,29697,2018
0.5,19995,2018
0.5,22095,2018
0.5,16755,2018
0.5,13949,2018
0.5,13886,2018
0.5,36737,2018
0.5,11318,2018
0.5,36937,2018
0.5,18639,2018
0.5,12895,2018
0.5,18717,2018
0.5,13592,2018
0.5,13996,2018
0.5,10783,2018
0.5,38057,2018
0.5,31577,2018
0.5,12011,2018
0.5,36617,2018
0.5,11643,2018
0.5,11511,2018
0.5,26615,2018
0.5,36178,2018
0.5,30257,2018
0.5,11740,2018
0.5,24035,2018
0.5,36778,2018
0.5,30897,2018
0.5,12896,2018
0.5,10425,2018
0.5,13503,2018
